Account,Date,Transaction type,Num,Name,Description,Full name,Account,Amount,Balance
Software & apps,9/13/23,Expense,--,QuickBooks Payments,ORIG CO NAME:INTUIT * ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:QBooks OnlSEC:CCD TRACE#:XXXXXXXXXXXXXXX EED:XXXXXX IND ID:XXX7857 IND NAME:DIGNITAS UK RAINE INC XXX-XXX-XXXX TRN: XXXXXX0952TC,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:Software & apps,CHASE ENDING IN 5315,$85.00 ,"$1,072,125.38 "
CHASE ENDING IN 5315,9/13/23,Expense,--,NGOPTICS,"ONLINE INTERNATIONAL WIRE TRANSFER A/C: FOREIGN CUR BUS ACCT BK X COLUMBUS NEWARK DE XXXXXXXXX US ORG: XXXXXXXXXXXXXXXXX DIGNITAS UKRAINE INC BEN:/PLXXXXXXX5681 XXXXXXXXXXXXXXX NGOPTICS SP Z O O REF: PROFORMA INVOICE NO PX/XX/XXXX PAYER DIGNITAS UKRAINE INC INVOICE PAYM ENT/OCMT/EURXXXXXX,XX/EXCH/X.XXXX/C NTR/XXXXXXXX/ACC/PROFORMA TRN: XXXXXXXXXXRE 09/13",CHASE ENDING IN 5315,DRONE PURCHASES,"($169,502.30)","$902,623.08 "
DRONE PURCHASES,9/13/23,Expense,--,NGOPTICS,"ONLINE INTERNATIONAL WIRE TRANSFER A/C: FOREIGN CUR BUS ACCT BK X COLUMBUS NEWARK DE XXXXXXXXX US ORG: XXXXXXXXXXXXXXXXX DIGNITAS UKRAINE INC BEN:/PLXXXXXXX5681 XXXXXXXXXXXXXXX NGOPTICS SP Z O O REF: PROFORMA INVOICE NO PX/XX/XXXX PAYER DIGNITAS UKRAINE INC INVOICE PAYM ENT/OCMT/EURXXXXXX,XX/EXCH/X.XXXX/C NTR/XXXXXXXX/ACC/PROFORMA TRN: XXXXXXXXXXRE 09/13",PROGRAM EXPENSES:DRONE PURCHASES,CHASE ENDING IN 5315,"$169,502.30 ","$1,072,125.38 "
TRANSFERS DIRECTED BY BOARD,9/13/23,Journal Entry,1,--,--,Contributed income:TRANSFERS DIRECTED BY BOARD,--,"($169,502.30)","$902,623.08 "
TRANSFERS DIRECTED BY BOARD,9/13/23,Journal Entry,1,--,--,Contributed income:TRANSFERS DIRECTED BY BOARD,--,"$169,502.30 ","$1,072,125.38 "
CHASE ENDING IN 5315,9/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MARYNA TKACHENKO XXXXXXX3842,CHASE ENDING IN 5315,Donations directed by individuals,$500.00 ,"$1,072,625.38 "
Donations directed by individuals,9/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MARYNA TKACHENKO XXXXXXX3842,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$500.00 ,"$1,073,125.38 "
CHASE ENDING IN 5315,9/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from NIKITA KORMSHCHIKOV BACmaxqw3f7g,CHASE ENDING IN 5315,Donations directed by individuals,"$1,000.00 ","$1,074,125.38 "
Donations directed by individuals,9/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from NIKITA KORMSHCHIKOV BACmaxqw3f7g,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$1,000.00 ","$1,075,125.38 "
CHASE ENDING IN 5315,9/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from YULIIA KOLODKINA XXXXXXX9064,CHASE ENDING IN 5315,Donations directed by individuals,$500.00 ,"$1,075,625.38 "
Donations directed by individuals,9/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from YULIIA KOLODKINA XXXXXXX9064,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$500.00 ,"$1,076,125.38 "
TRANSFER-ADJUSTMENTS,9/10/23,Journal Entry,15,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,($500.00),"$1,075,625.38 "
TRANSFER-ADJUSTMENTS,9/10/23,Journal Entry,15,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,$500.00 ,"$1,076,125.38 "
TRANSFER-ADJUSTMENTS,9/10/23,Journal Entry,15,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,($500.00),"$1,075,625.38 "
TRANSFER-ADJUSTMENTS,9/10/23,Journal Entry,15,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,$500.00 ,"$1,076,125.38 "
TRANSFER-ADJUSTMENTS,9/10/23,Journal Entry,15,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,"($1,000.00)","$1,075,125.38 "
TRANSFER-ADJUSTMENTS,9/10/23,Journal Entry,15,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,"$1,000.00 ","$1,076,125.38 "
CHASE ENDING IN 5315,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from IRINA ZAKHALYAVKO XXXXXXX1558,CHASE ENDING IN 5315,Donations directed by individuals,$10.00 ,"$1,076,135.38 "
Donations directed by individuals,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from IRINA ZAKHALYAVKO XXXXXXX1558,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$10.00 ,"$1,076,145.38 "
CHASE ENDING IN 5315,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from AZAMAT SHARIPOV TDP0HXW12S0G,CHASE ENDING IN 5315,Donations directed by individuals,$10.00 ,"$1,076,155.38 "
Donations directed by individuals,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from AZAMAT SHARIPOV TDP0HXW12S0G,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$10.00 ,"$1,076,165.38 "
CHASE ENDING IN 5315,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ELISSA LIPOVETSKIY XXXXXXX6536,CHASE ENDING IN 5315,Donations directed by individuals,$10.00 ,"$1,076,175.38 "
Donations directed by individuals,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ELISSA LIPOVETSKIY XXXXXXX6536,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$10.00 ,"$1,076,185.38 "
CHASE ENDING IN 5315,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from IANA DENYSENKO XXXXXXX4804,CHASE ENDING IN 5315,Donations directed by individuals,$40.00 ,"$1,076,225.38 "
Donations directed by individuals,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from IANA DENYSENKO XXXXXXX4804,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$40.00 ,"$1,076,265.38 "
CHASE ENDING IN 5315,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from NATALIIA VASYLETS BACmn0ulalmu,CHASE ENDING IN 5315,Donations directed by individuals,$40.00 ,"$1,076,305.38 "
Donations directed by individuals,9/9/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from NATALIIA VASYLETS BACmn0ulalmu,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$40.00 ,"$1,076,345.38 "
TRANSFER-ADJUSTMENTS,9/9/23,Journal Entry,14,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,"$2,912.81 ","$1,079,258.19 "
TRANSFER-ADJUSTMENTS,9/9/23,Journal Entry,14,--,--,Contributed income:TRANSFER-ADJUSTMENTS,--,"($2,912.81)","$1,076,345.38 "
PayPal Fees,9/9/23,Journal Entry,14,--,--,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,--,($87.19),"$1,076,258.19 "
PayPal Fees,9/9/23,Journal Entry,14,--,--,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,--,$87.19 ,"$1,076,345.38 "
CHASE ENDING IN 5315,9/6/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from NATALIIA LOMAKINA BACdro9mysjt,CHASE ENDING IN 5315,Donations directed by individuals,$500.00 ,"$1,076,845.38 "
Donations directed by individuals,9/6/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from NATALIIA LOMAKINA BACdro9mysjt,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$500.00 ,"$1,077,345.38 "
CHASE ENDING IN 5315,9/2/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLENA STADNYUK CTIsfnB3sawV,CHASE ENDING IN 5315,Donations directed by individuals,"$1,000.00 ","$1,078,345.38 "
Donations directed by individuals,9/2/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLENA STADNYUK CTIsfnB3sawV,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$1,000.00 ","$1,079,345.38 "
CHASE ENDING IN 5315,9/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ELLEN BEDENKO WFCT0R7NXZ2Z,CHASE ENDING IN 5315,Donations directed by individuals,$10.00 ,"$1,079,355.38 "
Donations directed by individuals,9/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ELLEN BEDENKO WFCT0R7NXZ2Z,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$10.00 ,"$1,079,365.38 "
CHASE ENDING IN 5315,9/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VYACHESLAV SHPIGEL BACd3fgrxrf9,CHASE ENDING IN 5315,Donations directed by individuals,$555.00 ,"$1,079,920.38 "
Donations directed by individuals,9/1/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VYACHESLAV SHPIGEL BACd3fgrxrf9,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$555.00 ,"$1,080,475.38 "
In-kind donations,8/31/23,Journal Entry,9,--,A.BOYCHUK AMAZON WISH LIST,Contributed income:In-kind donations,--,$17.47 ,"$1,080,492.85 "
IN-KIND DONATION DISTRIBUTIONS,8/31/23,Journal Entry,9,--,A.BOYCHUK AMAZON WISH LIST,PROGRAM EXPENSES:IN-KIND DONATION DISTRIBUTIONS,--,$17.47 ,"$1,080,510.32 "
In-kind donations,8/31/23,Journal Entry,10,--,A.BOYCHUK AMAZON WISH LIST,Contributed income:In-kind donations,--,$711.20 ,"$1,081,221.52 "
IN-KIND DONATION DISTRIBUTIONS,8/31/23,Journal Entry,10,--,A.BOYCHUK AMAZON WISH LIST,PROGRAM EXPENSES:IN-KIND DONATION DISTRIBUTIONS,--,$711.20 ,"$1,081,932.72 "
CHASE ENDING IN 5315,8/30/23,Deposit,--,02 GENERAL BANK URESTR,"Zelle payment from KOTRA, INC BACmjnz48rsf",CHASE ENDING IN 5315,Donations directed by individuals,"$2,400.00 ","$1,084,332.72 "
Donations directed by individuals,8/30/23,Deposit,--,02 GENERAL BANK URESTR,"Zelle payment from KOTRA, INC BACmjnz48rsf",Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$2,400.00 ","$1,086,732.72 "
CHASE ENDING IN 5315,8/28/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MARYANA YAREMKO BACb7b2alqu5,CHASE ENDING IN 5315,Donations directed by individuals,"$2,100.00 ","$1,088,832.72 "
Donations directed by individuals,8/28/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from MARYANA YAREMKO BACb7b2alqu5,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$2,100.00 ","$1,090,932.72 "
CHASE ENDING IN 5315,8/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Motria Melnyk 2JM0HXJT5NOG,CHASE ENDING IN 5315,Donations directed by individuals,$200.00 ,"$1,091,132.72 "
Donations directed by individuals,8/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Motria Melnyk 2JM0HXJT5NOG,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$200.00 ,"$1,091,332.72 "
CHASE ENDING IN 5315,8/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from TETYANA SHAMARINA CTIndstdzxvj,CHASE ENDING IN 5315,Donations directed by individuals,$60.00 ,"$1,091,392.72 "
Donations directed by individuals,8/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from TETYANA SHAMARINA CTIndstdzxvj,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$60.00 ,"$1,091,452.72 "
CHASE ENDING IN 5315,8/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTOR Y OCHKOVSKIY XXXXXXX5200,CHASE ENDING IN 5315,Donations directed by individuals,$750.00 ,"$1,092,202.72 "
Donations directed by individuals,8/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTOR Y OCHKOVSKIY XXXXXXX5200,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$750.00 ,"$1,092,952.72 "
CHASE ENDING IN 5315,8/26/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ALEXANDER BASHMAKOV BACbo0xxn97d,CHASE ENDING IN 5315,Donations directed by individuals,$60.00 ,"$1,093,012.72 "
Donations directed by individuals,8/26/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ALEXANDER BASHMAKOV BACbo0xxn97d,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$60.00 ,"$1,093,072.72 "
CHASE ENDING IN 5315,8/25/23,Deposit,1,02 GENERAL BANK URESTR,REMOTE ONLINE DEPOSIT # 1,CHASE ENDING IN 5315,Donations directed by individuals,"$10,000.00 ","$1,103,072.72 "
Donations directed by individuals,8/25/23,Deposit,1,02 GENERAL BANK URESTR,REMOTE ONLINE DEPOSIT # 1,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$10,000.00 ","$1,113,072.72 "
CHASE ENDING IN 5315,8/23/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTORIYA SUKMANOVA BAClia4gplcq,CHASE ENDING IN 5315,Donations directed by individuals,"$3,500.00 ","$1,116,572.72 "
Donations directed by individuals,8/23/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from VIKTORIYA SUKMANOVA BAClia4gplcq,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$3,500.00 ","$1,120,072.72 "
CHASE ENDING IN 5315,8/22/23,Deposit,--,02 GENERAL BANK URESTR,DEPOSIT ID NUMBER XX7732,CHASE ENDING IN 5315,Donations directed by individuals,"$10,000.00 ","$1,130,072.72 "
Donations directed by individuals,8/22/23,Deposit,--,02 GENERAL BANK URESTR,DEPOSIT ID NUMBER XX7732,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$10,000.00 ","$1,140,072.72 "
PayPal Bank 3,8/21/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0821 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5448TC,PayPal Bank 3,CHASE ENDING IN 5315,"($6,000.00)","$1,134,072.72 "
CHASE ENDING IN 5315,8/21/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0821 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5448TC,CHASE ENDING IN 5315,PayPal Bank 3,"$6,000.00 ","$1,140,072.72 "
CHASE ENDING IN 5315,8/21/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Lesia Semenova ALB0HXCPSN8K,CHASE ENDING IN 5315,Donations directed by individuals,$300.00 ,"$1,140,372.72 "
Donations directed by individuals,8/21/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Lesia Semenova ALB0HXCPSN8K,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$300.00 ,"$1,140,672.72 "
CHASE ENDING IN 5315,8/19/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ELLEN BEDENKO WFCT0RHHTYM8,CHASE ENDING IN 5315,Donations directed by individuals,$20.00 ,"$1,140,692.72 "
Donations directed by individuals,8/19/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from ELLEN BEDENKO WFCT0RHHTYM8,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$20.00 ,"$1,140,712.72 "
CHASE ENDING IN 5315,8/19/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLEXANDR NESKIN BACppz6c7zq8,CHASE ENDING IN 5315,Donations directed by individuals,$100.00 ,"$1,140,812.72 "
Donations directed by individuals,8/19/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLEXANDR NESKIN BACppz6c7zq8,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$100.00 ,"$1,140,912.72 "
CHASE ENDING IN 5315,8/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Denys Dratsky COFEUI1PLRFM,CHASE ENDING IN 5315,Donations directed by individuals,$30.00 ,"$1,140,942.72 "
Donations directed by individuals,8/15/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Denys Dratsky COFEUI1PLRFM,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$30.00 ,"$1,140,972.72 "
CHASE ENDING IN 5315,8/15/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Dmitri Zakhalyavko XXXXXXX6142,CHASE ENDING IN 5315,--,($885.00),"$1,140,087.72 "
EVENTS PARTICIPATION EXPENSES,8/15/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,Zelle payment to Dmitri Zakhalyavko  Sousivka  table Fee XXXXXXX6142,FUNDRAISING EVENTS:EVENTS PARTICIPATION EXPENSES,CHASE ENDING IN 5315,$285.00 ,"$1,140,372.72 "
Legal fees,8/15/23,Expense,--,03 FUNDRASING EVENTS UNRESTR,non-profit allication,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:Legal fees,CHASE ENDING IN 5315,$600.00 ,"$1,140,972.72 "
CHASE ENDING IN 5315,8/14/23,Deposit,--,02 GENERAL BANK URESTR,"FEDWIRE CREDIT VIA: FIRST REPUBLIC BANK/XXXXXXXXX B/O: LUM FOUNDATION ATTENTION ROBERT GRANEW YORK-NY-X0013 REF: CHASE NYC/CTR/BNF=DIGNITAS UKRAINE INC ROSELLE PARK NJ XXXXX-XXXX US/A C-XXXXXXXXXXXX RFB=O/B FST REP BK S OBI=REF: DONATION BBI=/CHGS/USDX,X X/ IMAD: XXXXMMQFMPRNXXXXXX TRN: XXXXXX0226FF",CHASE ENDING IN 5315,Donations directed by individuals,"$250,000.00 ","$1,390,972.72 "
Donations directed by individuals,8/14/23,Deposit,--,02 GENERAL BANK URESTR,"FEDWIRE CREDIT VIA: FIRST REPUBLIC BANK/XXXXXXXXX B/O: LUM FOUNDATION ATTENTION ROBERT GRANEW YORK-NY-X0013 REF: CHASE NYC/CTR/BNF=DIGNITAS UKRAINE INC ROSELLE PARK NJ XXXXX-XXXX US/A C-XXXXXXXXXXXX RFB=O/B FST REP BK S OBI=REF: DONATION BBI=/CHGS/USDX,X X/ IMAD: XXXXMMQFMPRNXXXXXX TRN: XXXXXX0226FF",Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$250,000.00 ","$1,640,972.72 "
CHASE ENDING IN 5315,8/14/23,Check,--,CHASE BANK,DOMESTIC INCOMING WIRE FEE,CHASE ENDING IN 5315,Bank fees & service charges,($15.00),"$1,640,957.72 "
Bank fees & service charges,8/14/23,Check,--,CHASE BANK,DOMESTIC INCOMING WIRE FEE,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:Bank fees & service charges,CHASE ENDING IN 5315,$15.00 ,"$1,640,972.72 "
CHASE ENDING IN 5315,8/14/23,Expense,--,QuickBooks Payments,ORIG CO NAME:INTUIT * ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:QBooks OnlSEC:CCD TRACE#:XXXXXXXXXXXXXXX EED:XXXXXX IND ID:XXX9390 IND NAME:DIGNITAS UK RAINE INC XXX-XXX-XXXX TRN: XXXXXX5943TC,CHASE ENDING IN 5315,Software & apps,($42.50),"$1,640,930.22 "
Software & apps,8/14/23,Expense,--,QuickBooks Payments,ORIG CO NAME:INTUIT * ORIG ID:XXXXXXXXXX DESC DATE:XXXXXX CO ENTRY DESCR:QBooks OnlSEC:CCD TRACE#:XXXXXXXXXXXXXXX EED:XXXXXX IND ID:XXX9390 IND NAME:DIGNITAS UK RAINE INC XXX-XXX-XXXX TRN: XXXXXX5943TC,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:Software & apps,CHASE ENDING IN 5315,$42.50 ,"$1,640,972.72 "
CHASE ENDING IN 5315,8/11/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from DMITRY KOHMANYUK WFCT0RGWDFKH,CHASE ENDING IN 5315,Donations directed by individuals,$50.50 ,"$1,641,023.22 "
Donations directed by individuals,8/11/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from DMITRY KOHMANYUK WFCT0RGWDFKH,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$50.50 ,"$1,641,073.72 "
PayPal Bank 3,8/10/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0810 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX6011TC,PayPal Bank 3,CHASE ENDING IN 5315,"($3,000.00)","$1,638,073.72 "
CHASE ENDING IN 5315,8/10/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0810 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX6011TC,CHASE ENDING IN 5315,PayPal Bank 3,"$3,000.00 ","$1,641,073.72 "
CHASE ENDING IN 5315,8/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from TETYANA SHAMARINA CTIRki6wt5G6,CHASE ENDING IN 5315,Donations directed by individuals,$100.00 ,"$1,641,173.72 "
Donations directed by individuals,8/10/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from TETYANA SHAMARINA CTIRki6wt5G6,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$100.00 ,"$1,641,273.72 "
CHASE ENDING IN 5315,8/10/23,Deposit,--,02 GENERAL BANK URESTR,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./XXXXXXXXX B/O: SCHWAB CHARITABLE FUND SAN FRANCISCO CA X4105/US/REF: CHASE NYC/CTR/BNF=DIGNITAS UKRAINE INC ROSELLE P ARK NJ XXXXX-XXXX US/A C-XXXXXXXXXXXX RFB=XXXXXXXXXXXXX OB I=SCHWAB CHARITABLE FUND BBI=/CHGS/USDX,XX/CHGS/USDX,XX/OCMT/USDXXXXXX ,XX/ACC/SCHWAB C IMAD: XXXXIXBXXXXRXXXXXX TRN: XXXXXX0222FF",CHASE ENDING IN 5315,Donations directed by individuals,"$840,000.00 ","$2,481,273.72 "
Donations directed by individuals,8/10/23,Deposit,--,02 GENERAL BANK URESTR,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./XXXXXXXXX B/O: SCHWAB CHARITABLE FUND SAN FRANCISCO CA X4105/US/REF: CHASE NYC/CTR/BNF=DIGNITAS UKRAINE INC ROSELLE P ARK NJ XXXXX-XXXX US/A C-XXXXXXXXXXXX RFB=XXXXXXXXXXXXX OB I=SCHWAB CHARITABLE FUND BBI=/CHGS/USDX,XX/CHGS/USDX,XX/OCMT/USDXXXXXX ,XX/ACC/SCHWAB C IMAD: XXXXIXBXXXXRXXXXXX TRN: XXXXXX0222FF",Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,"$840,000.00 ","$3,321,273.72 "
CHASE ENDING IN 5315,8/10/23,Check,1007730,CHASE BANK,DOMESTIC INCOMING WIRE FEE,CHASE ENDING IN 5315,Bank fees & service charges,($15.00),"$3,321,258.72 "
Bank fees & service charges,8/10/23,Check,1007730,CHASE BANK,DOMESTIC INCOMING WIRE FEE,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:Bank fees & service charges,CHASE ENDING IN 5315,$15.00 ,"$3,321,273.72 "
CHASE ENDING IN 5315,8/9/23,Check,5161,COLLEGIATE PRODUCTIONS,CHECK # 5161,CHASE ENDING IN 5315,SUPPLIES AND MATERIALS,"($1,650.60)","$3,319,623.12 "
SUPPLIES AND MATERIALS,8/9/23,Check,5161,COLLEGIATE PRODUCTIONS,CHECK # 5161,FUNDRAISING EVENTS:SUPPLIES AND MATERIALS,CHASE ENDING IN 5315,"$1,650.60 ","$3,321,273.72 "
PayPal Bank 3,8/8/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0808 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5564TC,PayPal Bank 3,CHASE ENDING IN 5315,"($6,400.00)","$3,314,873.72 "
CHASE ENDING IN 5315,8/8/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0808 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX5564TC,CHASE ENDING IN 5315,PayPal Bank 3,"$6,400.00 ","$3,321,273.72 "
PayPal Bank 3,7/31/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0731 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX6563TC,PayPal Bank 3,CHASE ENDING IN 5315,"($9,600.00)","$3,311,673.72 "
CHASE ENDING IN 5315,7/31/23,Transfer,--,--,ORIG CO NAME:PAYPAL ORIG ID:PAYPALSDXX DESC DATE:XXXXXX CO ENTRY DESCR:TRANSFER SEC:PPD TRACE#:XXXXXXXXXXXXXXX EED:XX0731 IND ID: IND NAME:DIGNITAS UKRAINE TRN: XXXXXX6563TC,CHASE ENDING IN 5315,PayPal Bank 3,"$9,600.00 ","$3,321,273.72 "
In-kind donations,7/31/23,Journal Entry,12,--,A.BOYCHUK AMAZON WISH LIST,Contributed income:In-kind donations,--,$434.98 ,"$3,321,708.70 "
IN-KIND DONATION DISTRIBUTIONS,7/31/23,Journal Entry,12,--,A.BOYCHUK AMAZON WISH LIST,PROGRAM EXPENSES:IN-KIND DONATION DISTRIBUTIONS,--,$434.98 ,"$3,322,143.68 "
CHASE ENDING IN 5315,7/30/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Denys Dratsky COF3MG2E3DZ3,CHASE ENDING IN 5315,Donations directed by individuals,$30.00 ,"$3,322,173.68 "
Donations directed by individuals,7/30/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from Denys Dratsky COF3MG2E3DZ3,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$30.00 ,"$3,322,203.68 "
CHASE ENDING IN 5315,7/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLGA STOKOLOSA BACbpea12b9f,CHASE ENDING IN 5315,Donations directed by individuals,$505.00 ,"$3,322,708.68 "
Donations directed by individuals,7/27/23,Deposit,--,02 GENERAL BANK URESTR,Zelle payment from OLGA STOKOLOSA BACbpea12b9f,Contributed income:Donations directed by individuals,CHASE ENDING IN 5315,$505.00 ,"$3,323,213.68 "
